ITEM,Model ID,Marketing Model Name,Marketing Description,Description,MODEL YEAR STATUS,Rider Solution,Short Intro Copy,Feature-Benefit #1,Feature-Benefit #2,Feature-Benefit #3,Feature-Benefit #4,Feature-Benefit #5,Feature-Benefit #6,E-BIKE Recommended,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Photo1,Photo2,Photo3,Photo4
TR2UNA-133,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 23-31mm Depth Rims - Black,Schrader Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Black,CONTINUED,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,Alloy Valve Cap,Black,5 Years,https://drive.google.com/open?id=1vIxPbj9fkzep06pxb2HM0jjnrTIKcxjd&usp=drive_copy,https://drive.google.com/open?id=1mRn_NwVHjo74RmzMQnj8N7QxLA5qquVK&usp=drive_copy,https://drive.google.com/open?id=1C_fu1zAADsGkIrUx0qDYw4UgAnnWnYqO&usp=drive_copy,https://drive.google.com/open?id=17PW26NjYiPBvN8llOep2i8P2iK4uD5tk&usp=drive_copy
TR2UNA-134,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 23-31mm Depth Rims - Bronze,Schrader Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Bronze,CONTINUED,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,Alloy Valve Cap,Bronze,5 Years,https://drive.google.com/open?id=1dZ5nmDf9yw6iiM_3HX1B2UiepyM-IGO0&usp=drive_copy,https://drive.google.com/open?id=1mRn_NwVHjo74RmzMQnj8N7QxLA5qquVK&usp=drive_copy,https://drive.google.com/open?id=1DsCtYUahSzlunHM_govS-e5hqlxTKfOU&usp=drive_copy,https://drive.google.com/open?id=1vrPU5vUNDW0DA53hXciag9y08SaInQJV&usp=drive_copy
TR2UNA-135,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 23-31mm Depth Rims - Eggplant,Schrader Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Eggplant,CONTINUED,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,Alloy Valve Cap,Eggplant,5 Years,https://drive.google.com/open?id=1yJ5dwKY0NF3GoCTQFWpFMHd6Q_ywa0pN&usp=drive_copy,https://drive.google.com/open?id=1mRn_NwVHjo74RmzMQnj8N7QxLA5qquVK&usp=drive_copy,https://drive.google.com/open?id=1Ho8fy36crJneTt6fH4Wv48ANEPGvITCB&usp=drive_copy,https://drive.google.com/open?id=10enFJCj9AGlRK-pOBUSlr8Ccn47DmJeh&usp=drive_copy
TR2UNA-136,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 23-31mm Depth Rims - Naranja,Schrader Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Naranja,CONTINUED,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,Alloy Valve Cap,Naranja,5 Years,https://drive.google.com/open?id=15PobERoe6Nf1PL1RKZOevTZULkw43C4Q&usp=drive_copy,https://drive.google.com/open?id=1mRn_NwVHjo74RmzMQnj8N7QxLA5qquVK&usp=drive_copy,https://drive.google.com/open?id=14Rv2R3eZNjG4VCzrW9L2wmnCzcrsybBS&usp=drive_copy,https://drive.google.com/open?id=1grYGIW4tsylVxbypab_QQPOc7SmMQ_Bi&usp=drive_copy
TR2UNA-137,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 23-31mm Depth Rims - Silver,Schrader Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Intergalactic,CONTINUED,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,Alloy Valve Cap,Intergalactic,5 Years,https://drive.google.com/open?id=1WCSAPrHZ7MRjsjyP8LiEizq3WV6Wx54U&usp=drive_copy,https://drive.google.com/open?id=1mRn_NwVHjo74RmzMQnj8N7QxLA5qquVK&usp=drive_copy,https://drive.google.com/open?id=1ShCki9yHBFjgl8UpAy6wsGdU1KvKX4aB&usp=drive_copy,https://drive.google.com/open?id=1W6vQX2R151e8aBsM8-wLkYlz22YD0VCB&usp=drive_copy
TR2UNA-139,TR2-CTX-P01,Quick Fill Presta Tubeless Valves,Quick Fill Presta Tubeless Valves for 16-24mm Depth Rims - Silver,Presta Quickfill | Tubeless Valves | Gen2 | 16-24mm Depth | 2 Pieces | Silver,NEW,"Higher airflow, less stress and no mess, with Quick Fill valves' unique design allowing sealant injection straight from the bottle.","Quick Fill Presta Tubeless Valves have a unique 4-part design, with a one-of-a-kind valve core carrier, which can be conveniently removed by hand and without removing the valve core. The oversized valve stem, which fits 100ml sealant bottle nozzles perfectly for mess-free sealant injection, without breaking the tire bead. The valve stem port (without the need to house a valve core), has an exceptionally large inner diameter, providing a cross-sectional area increase of 45% over our Gen 1 Valves, and about 10% over new ""Filless"" competitor valves. This means higher airflow and less chance of clogging. A CNC alloy and rubber base nut seals snugly with all major rim brands, and works with tricky tire inserts such as Cushcore.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),Valve stem port with 3.5mm diameter provides high air flow compared with Gen 1 or competitor brands,"Allows sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Tool-free, mess-free installation and sealant injection",Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Presta,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,"Alloy Valve Cap, Removeable Valve Core",Silver,5 Years,,,,
TR2UNA-140,TR2-CTX-P01,Quick Fill Presta Tubeless Valves,Quick Fill Presta Tubeless Valves for 23-31mm Depth Rims - Silver,Presta Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Silver,NEW,"Higher airflow, less stress and no mess, with Quick Fill valves' unique design allowing sealant injection straight from the bottle.","Quick Fill Presta Tubeless Valves have a unique 4-part design, with a one-of-a-kind valve core carrier, which can be conveniently removed by hand and without removing the valve core. The oversized valve stem, which fits 100ml sealant bottle nozzles perfectly for mess-free sealant injection, without breaking the tire bead. The valve stem port (without the need to house a valve core), has an exceptionally large inner diameter, providing a cross-sectional area increase of 45% over our Gen 1 Valves, and about 10% over new ""Filless"" competitor valves. This means higher airflow and less chance of clogging. A CNC alloy and rubber base nut seals snugly with all major rim brands, and works with tricky tire inserts such as Cushcore.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),Valve stem port with 3.5mm diameter provides high air flow compared with Gen 1 or competitor brands,"Allows sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Tool-free, mess-free installation and sealant injection",Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Presta,Presta Valve Hole,Removeable,Yes,,,Alloy,18g,"Alloy Valve Cap, Removeable Valve Core",Silver,5 Years,,,,
TR2UNA-141,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 16-24mm Depth Rims - Silver,Schrader Quickfill | Tubeless Valves | Gen2 | 16-24mm Depth | 2 Pieces | Silver,NEW,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,16-24mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,16g,Alloy Valve Cap,Silver,5 Years,,,,
TR2UNA-142,TR2-CTX-P02,Quick Fill Schrader Tubeless Valves,Quick Fill Schrader Tubeless Valves for 23-31mm Depth Rims - Intergalactic,Schrader Quickfill | Tubeless Valves | Gen2 | 23-31mm Depth | 2 Pieces | Silver,NEW,"All the features of our convenient Quick Fill Valves, with increased durability, and even higher airflow!","Quick Fill Schrader Valves finally bring the best of both of these worlds. They share the same CNC alloy base as the Presta version for standard Presta drilled rims and tire inserts compatibility. The unique 4-part design means sealant doesn’t pass through the valve core, instead injecting directly from the bottle nozzle into the tire without breaking the tire bead or needing any tools. No stress or mess. Schrader valves allow higher air flow than Presta, are less likely to clog, and the larger diameter makes them less vulnerable to impact damage. No more tiny valve core pins to bend or nuts to check if tight and sealing, and the valve cap is just the right size to release air pressure conveniently.",Two Sizes: 16-24mm rim depth (fits most MTB rims) / 23-31mm rim depth (deep-well rims),"Allows tool-free sealant injection direct from the bottle, without breaking tire bead, and without passing through the valve core, for less clogging.","Higher air flow than traditional Presta valves, for ease of tubeless tire inflation",Shrader Valve upper / Presta base for use with standard Presta valve hole rims,Custom rubber seal and CNC Alloy base provide secure fit with most rims and compatibility with tire inserts,Available in 6 brilliant colors including Intergalactic PVD,T,23-31mm,Schrader,Presta Valve Hole,Removeable,Yes,,,Alloy,17g,Alloy Valve Cap,Silver,5 Years,,,,
TR2XPA-100,TR2-OPT-P01,Optimus Tire,"Optimus Trail Casing Tire - Endurance Compound, 29 x 2.4"", Black","Optimus | Tire | 29"" | 2.4"" | Trail Casing | Endurance Compound | Black",CONTINUED,"Provides high cornering traction with rolling speed and efficiency, with minimum weight penalties, for XC & Trail riders and racers.","Optimus Tires deliver confidence-inspiring trail traction with minimal rolling resistance at XC/Down Country weights. The 2.4'' high volume design promises the comfort of burlier trail tires and the same ability to run lower air pressures, with a tread design and casing configurations that target maximum efficiency. e*thirteen's Endurance compound means high durability and wear-life. When combined with the tightly spaced center knob and alternating traditional knob tread pattern, the result is enhanced efficiency, acceleration, and climbing prowess. Pronounced sidewall knobs dig into looser terrain during aggressive cornering, and hook up on off-cambers during high-speed descents.","XC Casing: 120tpi single ply, tubeless insert
TR Casing: 72tpi single ply, tubeless insert, Nylon breaker under tread","Endurance compound: adds to efficiency and 30% longer tread wear. Medium tack side knobs, with firmer center knobs and base compound for better tread wear life and rolling-speed.","27.5""/29"" x 2.4"" high volume profile for excellent traction, comfort, and tubeless performance at lower pressures","Low rolling resistance design for improved acceleration, efficiency, and climbing",Trail capable grip with XC/Downcountry weights from 698-852g,"Nylon Breaker in Trail Casing tires increases tread puncture resistance and air retention
Tubeless insert increases sidewall air retention",F,29,"2.4""",Endurance Compound,Trail Casing,Single Ply,72tpi,Folding,Nylon Breaker / Tubeless Insert,811g,Tubeless Ready,Stealth Black,,https://drive.google.com/open?id=1LHRzBGVy0amsvZ82foXpGkSZOKqUi5QI&usp=drive_copy,https://drive.google.com/open?id=1KT8oJuX16n1j0PKVyFCraZ-e2V-55n_L&usp=drive_copy,https://drive.google.com/open?id=1WEaTW_Gas53aRRgrf6ZgVP-W7GCG4ntq&usp=drive_copy,https://drive.google.com/open?id=1V8kk2cw5MJe2pVVPWajfzW9LkWRjA5u7&usp=drive_copy
TR2XPA-101,TR2-OPT-P01,Optimus Tire,"Optimus Trail Casing Tire - Endurance Compound, 27.5 x 2.4"", Black","Optimus | Tire | 27.5"" | 2.4"" | Trail Casing | Endurance Compound | Black",CONTINUED,"Provides high cornering traction with rolling speed and efficiency, with minimum weight penalties, for XC & Trail riders and racers.","Optimus Tires deliver confidence-inspiring trail traction with minimal rolling resistance at XC/Down Country weights. The 2.4'' high volume design promises the comfort of burlier trail tires and the same ability to run lower air pressures, with a tread design and casing configurations that target maximum efficiency. e*thirteen's Endurance compound means high durability and wear-life. When combined with the tightly spaced center knob and alternating traditional knob tread pattern, the result is enhanced efficiency, acceleration, and climbing prowess. Pronounced sidewall knobs dig into looser terrain during aggressive cornering, and hook up on off-cambers during high-speed descents.","XC Casing: 120tpi single ply, tubeless insert
TR Casing: 72tpi single ply, tubeless insert, Nylon breaker under tread","Endurance compound: adds to efficiency and 30% longer tread wear. Medium tack side knobs, with firmer center knobs and base compound for better tread wear life and rolling-speed.","27.5""/29"" x 2.4"" high volume profile for excellent traction, comfort, and tubeless performance at lower pressures","Low rolling resistance design for improved acceleration, efficiency, and climbing",Trail capable grip with XC/Downcountry weights from 698-852g,"Nylon Breaker in Trail Casing tires increases tread puncture resistance and air retention
Tubeless insert increases sidewall air retention",F,27.5,"2.4""",Endurance Compound,Trail Casing,Single Ply,72tpi,Folding,Nylon Breaker / Tubeless Insert,766g,Tubeless Ready,Stealth Black,,https://drive.google.com/open?id=13GiEDWZ5HklxXad7oUSQNI9kud7tp6t8&usp=drive_copy,https://drive.google.com/open?id=1KT8oJuX16n1j0PKVyFCraZ-e2V-55n_L&usp=drive_copy,https://drive.google.com/open?id=1WEaTW_Gas53aRRgrf6ZgVP-W7GCG4ntq&usp=drive_copy,https://drive.google.com/open?id=1V8kk2cw5MJe2pVVPWajfzW9LkWRjA5u7&usp=drive_copy
TR2XPA-102,TR2-OPT-P01,Optimus Tire,"Optimus XC Casing Tire - Endurance Compound, 29 x 2.4"", Black","Optimus | Tire | 29"" | 2.4"" | XC Casing | Endurance Compound | Black",CONTINUED,"Provides high cornering traction with rolling speed and efficiency, with minimum weight penalties, for XC & Trail riders and racers.","Optimus Tires deliver confidence-inspiring trail traction with minimal rolling resistance at XC/Down Country weights. The 2.4'' high volume design promises the comfort of burlier trail tires and the same ability to run lower air pressures, with a tread design and casing configurations that target maximum efficiency. e*thirteen's Endurance compound means high durability and wear-life. When combined with the tightly spaced center knob and alternating traditional knob tread pattern, the result is enhanced efficiency, acceleration, and climbing prowess. Pronounced sidewall knobs dig into looser terrain during aggressive cornering, and hook up on off-cambers during high-speed descents.","XC Casing: 120tpi single ply, tubeless insert
TR Casing: 72tpi single ply, tubeless insert, Nylon breaker under tread","Endurance compound: adds to efficiency and 30% longer tread wear. Medium tack side knobs, with firmer center knobs and base compound for better tread wear life and rolling-speed.","27.5""/29"" x 2.4"" high volume profile for excellent traction, comfort, and tubeless performance at lower pressures","Low rolling resistance design for improved acceleration, efficiency, and climbing",Trail capable grip with XC/Downcountry weights from 698-852g,"Nylon Breaker in Trail Casing tires increases tread puncture resistance and air retention
Tubeless insert increases sidewall air retention",F,29,"2.4""",Endurance Compound,XC Casing,Single Ply,120tpi,Folding,Nylon Breaker / Tubeless Insert,738g,Tubeless Ready,Stealth Black,,https://drive.google.com/open?id=1iv38Y5qyfdbNM02Fpmpyk7fPO15VIKLD&usp=drive_copy,https://drive.google.com/open?id=1KT8oJuX16n1j0PKVyFCraZ-e2V-55n_L&usp=drive_copy,https://drive.google.com/open?id=1WEaTW_Gas53aRRgrf6ZgVP-W7GCG4ntq&usp=drive_copy,https://drive.google.com/open?id=1V8kk2cw5MJe2pVVPWajfzW9LkWRjA5u7&usp=drive_copy
TR2XPA-103,TR2-OPT-P01,Optimus Tire,"Optimus XC Casing Tire - Endurance Compound, 27.5 x 2.4"", Black","Optimus | Tire | 27.5"" | 2.4"" | XC Casing | Endurance Compound | Black",CONTINUED,"Provides high cornering traction with rolling speed and efficiency, with minimum weight penalties, for XC & Trail riders and racers.","Optimus Tires deliver confidence-inspiring trail traction with minimal rolling resistance at XC/Down Country weights. The 2.4'' high volume design promises the comfort of burlier trail tires and the same ability to run lower air pressures, with a tread design and casing configurations that target maximum efficiency. e*thirteen's Endurance compound means high durability and wear-life. When combined with the tightly spaced center knob and alternating traditional knob tread pattern, the result is enhanced efficiency, acceleration, and climbing prowess. Pronounced sidewall knobs dig into looser terrain during aggressive cornering, and hook up on off-cambers during high-speed descents.","XC Casing: 120tpi single ply, tubeless insert
TR Casing: 72tpi single ply, tubeless insert, Nylon breaker under tread","Endurance compound: adds to efficiency and 30% longer tread wear. Medium tack side knobs, with firmer center knobs and base compound for better tread wear life and rolling-speed.","27.5""/29"" x 2.4"" high volume profile for excellent traction, comfort, and tubeless performance at lower pressures","Low rolling resistance design for improved acceleration, efficiency, and climbing",Trail capable grip with XC/Downcountry weights from 698-852g,"Nylon Breaker in Trail Casing tires increases tread puncture resistance and air retention
Tubeless insert increases sidewall air retention",F,27.5,"2.4""",Endurance Compound,XC Casing,Single Ply,120tpi,Folding,Nylon Breaker / Tubeless Insert,698g,Tubeless Ready,Stealth Black,,https://drive.google.com/open?id=19yfkhdY0dE0_eMgoYwwNnb1ttTJcyUwe&usp=drive_copy,https://drive.google.com/open?id=1KT8oJuX16n1j0PKVyFCraZ-e2V-55n_L&usp=drive_copy,https://drive.google.com/open?id=1WEaTW_Gas53aRRgrf6ZgVP-W7GCG4ntq&usp=drive_copy,https://drive.google.com/open?id=1V8kk2cw5MJe2pVVPWajfzW9LkWRjA5u7&usp=drive_copy
TR1UNA-107,TR1-CTX-P01,Tire Plasma Tubeless Sealant,Tire Plasma Tubeless Sealant - 1L,Tire Plasma | Tubeless Sealant | 1L Bottle | Approx. 7 Tires,CONTINUED,,"e*thirteen Tire Plasma Tubeless Sealant makes tubeless setup effortless and seals most punctures before you knew they happened. The Ammonia and latex-free formula has become a favorite of professional mechanics worldwide for convenient, mess-free use, long lifespan, and top-level race performance.","Latex and ammonia free, non-corrosive.",Seals up to 8mm holes (MTB) / 6mm holes (Road) instantly,Excellent tubeless sealing/air retention properties,"Recommended top-up every 3-5 months, depending on environment/temperature or after +1000 km",Won’t freeze up to -15 degrees Celsius,Can be air shipped safely,T,1000ml,"100ml (29"" MTB)",8mm MTB / 6mm Gravel,-15°,No,Rec. top-up every 3- 6 months or &gt;1000km,,Synthetic Latex,1189g,,Seafoam,,https://drive.google.com/open?id=1Yn9gQlwq1EEmzlZeJns5MdH5JL6-eu7d&usp=drive_copy,,,https://drive.google.com/open?id=176i_Xqx8kVvYmOtaIbWWyvOwacfvThUI&usp=drive_copy
TR1UNA-124,TR1-CTX-P01,Tire Plasma Tubeless Sealant,Tire Plasma Tubeless Sealant - 100ml,Tire Plasma | Tubeless Sealant | Direct-Inject Bottle | 100ml Single Tire | 10 bottles,CONTINUED,,"e*thirteen Tire Plasma Tubeless Sealant makes tubeless setup effortless and seals most punctures before you knew they happened. The Ammonia and latex-free formula has become a favorite of professional mechanics worldwide for convenient, mess-free use, long lifespan, and top-level race performance.","Latex and ammonia free, non-corrosive.",Seals up to 8mm holes (MTB) / 6mm holes (Road) instantly,Excellent tubeless sealing/air retention properties,"Recommended top-up every 3-5 months, depending on environment/temperature or after +1000 km",Won’t freeze up to -15 degrees Celsius,Can be air shipped safely,T,100ml,"100ml (29"" MTB)",8mm MTB / 6mm Gravel,-15°,No,Rec. top-up every 3- 6 months or &gt;1000km,,Synthetic Latex,1328g,"Sealant, Direct-Inject Bottle",Seafoam,,https://drive.google.com/open?id=1kLstTkYvHQ-Be6it_cKYkQ6yrmmY5kIV&usp=drive_copy,,,
WH5GAA-100,WH5-GRP-A02,Grappler Race Alloy Enduro Wheels,"Grappler Race Alloy Enduro Front Wheel - 29"", 110x15mm Boost, Black","Grappler Race Alloy | Front Wheel | Enduro | 29"" x 30mm | 28 Hole | 110x15mm Boost | Black",CONTINUED,"Grappler Race AL Enduro wheels offer the perfect balance between responsiveness, precision, comfort, and durability at an incredible value.","Leveraging strong engineering principles and multiple seasons of World Cup DH Racing experience, our Grappler Race AL Enduro Wheels are purpose-built for aggressive terrain and bike park laps. The welded 6069 aluminum rims with 30mm inner width have ample lateral stability but with a low profile height which adds frontal compliance, reducing fatigue and increasing grip. The precision-machined 6 degree engagement rear hub reduces pedal kickback and engages flawlessly.",Lively Feel: The low rim profile height combined with the double-butted spokes makes for a super responsive and dynamic ride,"Ultimate Reliability: Gleaning features from World Cup winning wheels, you can ride with confidence and push your limits",Just Right Engagement: 6 degree engagement strikes the perfect balance between quick freehub engagement and reducing pedal kickback,Easy Maintenance: The captive thread endcap allows for tool-free freehub removal for easy greasing and cleaning,"Wheel Configurations: 27.5” or 29”. Boost 110x15/20, Boost 148, Superboost 157. XD, Microspline, or HG Drivers available",,F,"29""",30mm,28h,110x15mm Boost,6 bolt,Sapim D-light / Sapim Polyax Alloy,n/a,Alloy,1036g,,Black W/Gunmetal Decals,,https://drive.google.com/open?id=1XAHCa3UeMPPq9AL9LoZ-muX9ntoYM2zs&usp=drive_copy,https://drive.google.com/open?id=1B6l-eXmvexDd0Rxw5akNvBj27_IC0neo&usp=drive_copy,https://drive.google.com/open?id=1vgLVy4GDJJWgDzwm3WWxAkfoE_9j0KLm&usp=drive_copy,https://drive.google.com/open?id=1CFJLX5e9WHdgNMAd7SrQIvTaK0WCMX5N&usp=drive_copy
